Gene,Chr,Start,End
SETD6P1,2,108842379,108842790
SULT1C3,2,108856424,108881807
WASF1P1,2,108893100,108894399
SULT1C2,2,108905351,108926371
SULT1C2P2,2,108934181,108935067
SULT1C2P1,2,108938694,108970255
GMCL1P2,2,108983572,108984396
SULT1C4,2,108994410,109005445
SMIM12P1,2,109040043,109040783
GCC2,2,109065662,109125871
GCC2-AS1,2,109123983,109150675
LIMS1,2,109150127,109303702
LIMS1-AS1,2,109293251,109295057
RPL10P5,2,109328630,109329397
RANBP2,2,109335938,109402265
CCDC138,2,109403206,109501941
RPL39P16,2,109494764,109494919
EDAR,2,109510927,109605676
SH3RF3-AS1,2,109743783,109746575
SH3RF3,2,109745661,110262211
MIR4265,2,109757946,109758044
SNRPGP9,2,109867790,109868295
MIR4266,2,109930027,109930081
SEPTIN10,2,110300376,110371543
RPL37P12,2,110310086,110310471
SOWAHC,2,110371941,110376567
BMS1P19,2,110424709,110425956
RPL22P11,2,110493086,110495119
RGPD5,2,110550335,110615282
LIMS3-LOC440895,2,110656009,110726151
LIMS3,2,110656265,110683202
LOC440895,2,110705267,110726151
GPAA1P1,2,110741642,110742665
ZBTB45P1,2,110743923,110745940
LINC01123,2,110744557,110752858
LOC645135,2,110765234,110768559
MIR4267,2,110827538,110827619
MALL,2,110841447,110875716
MIR4436B1,2,110844010,110844100
NPHP1,2,110880925,110962590
ACTR1AP1,2,110941577,110942953
MTLN,2,110969106,110970124
LOC100507334,2,111003215,111024136
MIR4436B2,2,111042430,111042520
LOC442041,2,111117986,111121311
LINC01106,2,111132686,111142113
ZBTB45P2,2,111140620,111142620
GPAA1P2,2,111143990,111145013
LOC100288570,2,111160494,111181393
LIMS4,2,111203460,111230652
RGPD6,2,111271379,111368633
LOC105373553,2,111368703,111370272
RPL22P12,2,111391503,111392192
BUB1,2,111395105,111435640
SNORD132,2,111415727,111415826
ACOXL,2,111490150,111876125
RPL5P9,2,111725353,111726357
ACOXL-AS1,2,111855918,111873165
BCL2L11,2,111878491,111926022
MIR4435-2HG,2,111953443,112252738
RPS14P4,2,112053133,112053658
MIR4435-2,2,112078590,112078663
PAFAH1B1P2,2,112141104,112142720
DBF4P2,2,112315977,112317514
RPL34P8,2,112432603,112432920
CENPNP2,2,112500890,112502157
ANAPC1,2,112525217,112641770
MIR4771-2,2,112528638,112528711
EEF1E1P1,2,112645467,112647062
MERTK,2,112656184,112787138
RN7SL297P,2,112687752,112688044
RTRAFP1,2,112697695,112698632
SLC30A6P1,2,112709748,112710248
TMEM87B,2,112812846,112876891
FBLN7,2,112895962,112945795
ZC3H8,2,112969106,113012619
ZC3H6,2,113033174,113097636
NDUFB4P6,2,113043578,113044019
LOC100418696,2,113103622,113104482
RGPD8,2,113125946,113191222
TTL,2,113239733,113299316
LOC105373562,2,113299233,113299789
POLR1B,2,113299613,113337395
CHCHD5,2,113342024,113346617
RPS20P11,2,113379350,113379858
SLC20A1-DT,2,113399407,113401757
SLC20A1,2,113403516,113421402
NT5DC4,2,113478597,113500456
CKAP2L,2,113493926,113522186
IL1A,2,113531502,113542070
IL1B,2,113587328,113594356
XIAPP3,2,113610903,113611891
IL37,2,113668742,113676459
CDK8P2,2,113690202,113691572
IL36G,2,113735583,113743235
HMGN2P23,2,113738544,113739120
POLR2DP1,2,113753072,113753713
IL36A,2,113763036,113765621
IL36B,2,113779666,113810444
IL36RN,2,113816215,113822321
IL1F10,2,113825547,113833420
RNU6-1180P,2,113844384,113844483
IL1RN,2,113875548,113891591
PSD4,2,113931548,113966968
PAX8,2,113973574,114036498
PAX8-AS1,2,113993104,114024600
CBWD2,2,114195268,114253781
FOXD4L1,2,114256242,114258727
PGM5P4-AS1,2,114286224,114300267
PGM5P4,2,114297091,114326515
FAM138B,2,114334959,114336429
MIR1302-3,2,114340536,114340673
WASH2P,2,114341230,114356614
DDX11L2,2,114356605,114361294
RPL23AP7,2,114368816,114384715
RABL2A,2,114384843,114400969
SNRPA1P1,2,114415450,114416466
ACRP1,2,114424924,114426204
RNU6-744P,2,114438689,114438791
SLC35F5,2,114464286,114514219
MIR4782,2,114478867,114478945
ACTR3-AS1,2,114588760,114648569
ACTR3,2,114647511,114720173
LINC01191,2,114726899,114785659
LINC02992,2,114735246,114737561
SEPHS1P7,2,115017426,115018419
RNU2-41P,2,115177702,115177879
DPP10,2,115200218,116603356
DPP10-AS3,2,115585918,115591125
DPP10-AS1,2,115901625,115918920
RPSAP23,2,116225561,116226529
MTCYBP39,2,117508734,117509224
LOC100533709,2,117575848,117577273
NMTRL-TAA2-1,2,117781417,117781491
MTND1P28,2,117781494,117782440
MTND2P21,2,117782650,117783688
MTCO1P43,2,117784113,117784600
RNU7-190P,2,117897291,117897351
DDX18,2,118572267,118589953
LOC107985939,2,118591307,118599232
HTR5BP,2,118617003,118661256
CCDC93,2,118673057,118771646
RN7SL111P,2,118773961,118774245
INSIG2,2,118846047,118868573
THORLNC,2,118940498,118943962
LOC101927709,2,119357359,119360542
EN1,2,119599747,119605224
MARCO,2,119699770,119752236
C1QL2,2,119913819,119916327
RN7SL468P,2,119927398,119927691
STEAP3,2,119981410,120023228
STEAP3-AS1,2,120001998,120006647
C2orf76,2,120059801,120124727
DBI,2,120124553,120130119
TMEM37,2,120189430,120196080
SCTR,2,120197419,120282059
SCTR-AS1,2,120234030,120244922
CFAP221,2,120302025,120414237
TMEM177,2,120436777,120481194
RPL17P15,2,120456179,120457771
PTPN4,2,120517498,120742475
RPL27P7,2,120750744,120751215
EPB41L5,2,120770653,120936695
MTATP6P26,2,120968630,120969291
MTCO3P43,2,120969303,120970438
MTND3P10,2,120970523,120970851
MTND4P26,2,120971207,120972565
MTND5P28,2,120972914,120974788
TMEM185B,2,120975055,120980976
RALB,2,121010428,121052286
INHBB,2,121103712,121109379
LINC01101,2,121221911,121223925
GLI2,2,121493444,121750229
TFCP2L1,2,121974163,122042778
RPS17P7,2,122067572,122067992
CLASP1,2,122095352,122407038
RNU4ATAC,2,122288456,122288585
NIFK-AS1,2,122407230,122486136
RPL12P15,2,122415999,122416636
NPM1P32,2,122465894,122466690
NIFK,2,122484521,122494451
TSN,2,122513227,122525429
LINC01826,2,123823732,123831057
ELOAP1,2,124452896,124454969
PSMD14P1,2,124519675,124520847
RN7SKP102,2,124626904,124627147
CNTNAP5-DT,2,124769511,124782751
CNTNAP5,2,124782864,125678796
MTND5P22,2,125438290,125438466
RNA5SP102,2,125690492,125690597
RNU6-259P,2,125746796,125746902
LINC01941,2,126867676,126875562
SLC6A14P3,2,127068985,127069530
YWHAZP2,2,127312878,127315756
GYPC,2,127413734,127454243
RNU6-675P,2,127460415,127460518
TEX51,2,127656466,127659673
RNU7-182P,2,127774997,127775058
BIN1,2,127805599,127864730
NIFKP9,2,127927587,127927807
CYP27C1,2,127941408,127977875
WBP11P2,2,128005279,128007860
ERCC3,2,128014866,128051720
MAP3K2,2,128056244,128146041
RNU6-1147P,2,128074449,128074555
PROC,2,128176003,128186818
MIR4783,2,128181113,128181194
RNU4-48P,2,128229810,128229991
IWS1,2,128238388,128284065
MYO7B,2,128293259,128395301
LOC105373609,2,128317620,128328537
LIMS2,2,128396001,128439360
GPR17,2,128403728,128410213
WDR33,2,128458601,128568745
SFT2D3,2,128459071,128462816
RNY4P7,2,128556480,128556572
ZFP91P1,2,128598177,128599339
POLR2D,2,128601127,128615729
RNU6-395P,2,128602810,128602915
RPS26P19,2,128604305,128604654
LOC107985803,2,128615884,128644761
AMMECR1L,2,128619204,128643530
LOC100288192,2,128688445,128689161
SAP130,2,128698796,128785633
UGGT1,2,128848774,128953251
SRMP3,2,128897016,128898221
DYNLT3P2,2,128957468,128958988
RPL14P6,2,128960925,128961373
RPL21P34,2,128975127,128975683
HS6ST1,2,129023054,129076442
RNA5SP103,2,129202655,129202772
ISCA1P6,2,129274863,129276831
LOC101927881,2,129622174,129626301
LINC01854,2,129999746,130031464
PPIAP65,2,130253870,130254361
LINC02572,2,130617786,130635064
PLAC9P1,2,130680435,130691890
LINC01856,2,130680750,130704276
RPL22P7,2,130697365,130697811
RAB6C-AS1,2,130724165,130738045
RAB6C,2,130737239,130740311
LOC100422513,2,130750178,130750678
LOC646674,2,130750462,130751610
FAR2P1,2,130783571,130808704
KLF2P1,2,130795591,130796195
CYP4F27P,2,130805999,130807013
POTEF,2,130831108,130886795
RNU6-1049P,2,130866769,130866875
MED15P9,2,130887196,130896986
CCDC74B,2,130896860,130902685
SMPD4,2,130908965,130939330
MZT2B,2,130939835,130948300
TUBA3E,2,130949318,130956012
RHOQP3,2,130968452,130971382
NOC2LP1,2,130986936,130989659
MED15P5,2,131009075,131010310
MTND1P29,2,131029359,131029842
NMTRQ-TTG7-1,2,131029911,131029982
MTND2P22,2,131030052,131031081
MTCO1P7,2,131031481,131033022
MTCO2P7,2,131033165,131033830
MTATP6P7,2,131034080,131034760
MTCO3P7,2,131034757,131035530
MTND3P15,2,131035631,131035950
MTND4LP15,2,131036017,131036312
MTND4P27,2,131036309,131037668
MTND5P29,2,131037878,131039652
MTND6P8,2,131039658,131040179
MTCYBP8,2,131040252,131040902
RPL19P4,2,131051362,131052052
TEKT4P3,2,131071513,131071984
TRE-TTC1-1,2,131094701,131094772
CCDC115,2,131095506,131100254
IMP4,2,131100470,131105540
PTPN18,2,131113629,131132978
FAR2P2,2,131174323,131186119
KLF2P2,2,131185304,131186798
CYP4F62P,2,131193235,131199254
POTEI,2,131217028,131267280
RNU6-473P,2,131255316,131255422
CFC1B,2,131278795,131286176
PRSS40B,2,131294143,131307501
PRSS40A,2,131328419,131341734
CFC1,2,131349738,131357148
POTEJ,2,131369013,131415610
RNU6-848P,2,131380411,131380517
CYP4F30P,2,131437623,131443436
FAR2P3,2,131447723,131460025
KLF2P3,2,131449620,131451424
GPR148,2,131486643,131487909
AMER3,2,131513113,131525707
CYCSP8,2,131534165,131534730
ARHGEF4,2,131594487,131804826
SMIM39,2,131792573,131804826
FAM168B,2,131805449,131851033
PLEKHB2,2,131862909,131907418
NEK2P4,2,131934991,131936661
NF1P8,2,131946021,131955581
MED15P8,2,131958517,131960514
POTEE,2,131967109,132022851
RNU6-127P,2,131987180,131987286
LOC440910,2,132036863,132057392
CYP4F31P,2,132045550,132046342
FAR2P4,2,132054396,132066688
KLF2P4,2,132056353,132057051
ARHGAP42P1,2,132085449,132088870
LOC100420006,2,132093073,132113343
SSBP3P2,2,132109459,132111011
RAB6D,2,132118065,132121741
MTCYBP10,2,132126635,132127284
MTND6P10,2,132127358,132127874
MTND5P23,2,132127887,132129657
MTND4P21,2,132129882,132131223
MTND4LP28,2,132131227,132131387
MTND3P18,2,132137315,132137634
MTCO3P18,2,132137726,132138486
MTATP6P4,2,132138489,132139163
MTCO2P18,2,132139413,132140070
NMTRS-TGA2-1,2,132140142,132140211
MTCO1P18,2,132140216,132141634
MTND2P18,2,132142034,132143063
NMTRQ-TTG9-1,2,132143133,132143204
MTND1P26,2,132143273,132143996
MED15P3,2,132152790,132153115
LINC01120,2,132160474,132165801
GNAQP1,2,132180016,132182713
NOC2LP2,2,132199734,132202467
RHOQP2,2,132218255,132221199
TUBA3D,2,132233692,132240507
MZT2A,2,132241533,132249970
MIR4784,2,132248733,132248809
SMPD4BP,2,132250386,132279149
CCDC74A,2,132285461,132291239
MED15P4,2,132291923,132294562
POTEKP,2,132349615,132384002
RNU6-617P,2,132360363,132360469
LINC01087,2,132394598,132407188
GRAMD4P8,2,132404277,132405956
C2orf27A,2,132440072,132524977
NBEAP2,2,132479991,132509158
TOMM40P4,2,132480690,132481951
LOC100419921,2,132517787,132518340
CDRT15P4,2,132523731,132524977
CDRT15P3,2,132552534,132559234
LOC647996,2,132585118,132587874
LOC100859919,2,132590953,132593931
LINC01945,2,132741359,132795473
LOC730076,2,132842995,132862654
VN1R19P,2,132866163,132866578
ANKRD30BL,2,132905164,133015606
RNU6-1132P,2,132909816,132909922
RNA5-8SP5,2,133010727,133010878
LOC110467533,2,133011920,133013768
MIR663B,2,133014539,133014653
CDC27P1,2,133018642,133020697
RNA28SP,2,133037007,133039280
ZNF285CP,2,133062379,133081238
FAM201B,2,133110240,133111856
RNU6-175P,2,133164325,133164431
GPR39,2,133174378,133404155
MIR9986,2,133191284,133191393
YBX1P7,2,133246550,133247003
RN7SKP103,2,133281190,133281509
LYPD1,2,133400859,133429099
NCKAP5,2,133429361,134326034
NCKAP5-AS1,2,133673130,133689067
NCKAP5-AS2,2,134023767,134042330
RNU6-579P,2,134091401,134091502
RN7SKP154,2,134148695,134148970
RN7SKP93,2,134353662,134353900
MGAT5,2,134877506,135212192
MIR3679,2,134884696,134884763
RNA5SP104,2,134988766,134988883
EDDM3CP,2,135077125,135077751
TMEM163,2,135213330,135476570
VDAC2P4,2,135554739,135555449
LOC100526840,2,135573908,135574829
ACMSD,2,135596186,135659604
MIR5590,2,135615390,135615443
CCNT2-AS1,2,135624203,135676176
CCNT2,2,135676392,135716912
MAP3K19,2,135722061,135805017
RAB3GAP1,2,135809862,135928280
SNORA40B,2,135894198,135894325
ZRANB3,2,135954539,136288788
G3BP1P1,2,136267919,136269644
R3HDM1,2,136289054,136482839
RNU6-512P,2,136414050,136414127
MIR128-1,2,136422967,136423048
LOC107985946,2,136498399,136500214
UBXN4,2,136499425,136542626
LCT,2,136545420,136594754
LCT-AS1,2,136577761,136580657
MCM6,2,136597196,136634013
MANEALP1,2,136655383,136656542
DARS1,2,136663451,136743254
DARS1-AS1,2,136742746,136765112
CXCR4,2,136871919,136875719
HNRNPKP2,2,136956487,136958212
UBBP1,2,137086870,137087582
RN7SKP141,2,137147902,137148239
SMC4P1,2,137302226,137303109
THSD7B,2,137523115,138435288
RNA5SP105,2,138269668,138269780
LOC101928273,2,138636324,138685502
HNMT,2,138722043,138773934
LINC01832,2,138859454,138863475
RPL15P5,2,139036092,139037117
YWHAEP5,2,139044699,139046450
IDI1P1,2,139064839,139065743
RNF14P1,2,139169447,139171027
SPOPL,2,139259340,139331117
LINC02631,2,139359169,139375039
NXPH2,2,139426727,139537960
RN7SKP286,2,139621167,139621465
YY1P2,2,139654894,139656744
AHCYP4,2,139658974,139660402
MRPS18BP2,2,140426087,140427079
RPL9P13,2,140490277,140490857
RN7SL283P,2,140740253,140740555
MTCO1P44,2,140974566,140974808
MTND2P19,2,140977213,140977937
MTND1P27,2,140978132,140979042
LRP1B,2,140988992,142888585
MIR7157,2,141344195,141344254
COPRSP1,2,141440731,141441512
LRRC57P1,2,141655875,141656872
RNU6-904P,2,141924826,141924926
RPS16P3,2,141965651,141966004
UBE2V1P14,2,143300976,143301740
RRN3P4,2,143611636,143613871
KYNU,2,143635233,143813402
STIP1P1,2,143673138,143675000
SFXN4P1,2,143704933,143705743
MTCYBP11,2,143850625,143851733
MTND6P11,2,143851802,143852284
MTND5P24,2,143852334,143854121
MTND4P22,2,143854331,143855694
MTND4LP12,2,143855692,143855986
MTND3P9,2,143856053,143856388
MTCO3P5,2,143856467,143857502
MTATP6P5,2,143857506,143858181
MTCO2P5,2,143858499,143858924
ARHGAP15,2,143886988,144525921
LOC101928386,2,144694634,144721723
GTDC1,2,144695635,145090636
ZEB2,2,145141648,145277686
ZEB2-AS1,2,145277181,145278466
LINC01412,2,145279435,145337001
LINC02993,2,145281111,145282011
TEX41,2,145425534,145834296
SGCEP1,2,145512076,145513671
RPL6P5,2,146094801,146095631
METAP2P1,2,146583104,146585410
RNU7-2P,2,146902724,146902784
RPL17P12,2,146951864,146952389
OTX2P2,2,147234923,147235678
PABPC1P2,2,147344625,147348558
LOC100420430,2,147591069,147591606
RNU6-692P,2,148165910,148166016
RNU6-715P,2,148253006,148253108
RNA5SP106,2,148471024,148471123
RPL26P14,2,148559416,148568133
ACVR2A,2,148602086,148688391
RNU6-1275P,2,148634991,148635097
ORC4,2,148687965,148779120
MBD5,2,148778580,149274540
USP12P2,2,149052974,149054233
LOC641381,2,149088952,149089607
RPS29P8,2,149352696,149352984
EPC2,2,149402320,149545138
RNU2-9P,2,149583260,149583404
UBBP3,2,149620996,149621403
RPS20P13,2,149627557,149628075
USP8P2,2,149629825,149630541
KIF5C,2,149632796,149883273
LYPD6B,2,149895213,150071776
TXNP5,2,149924949,149925441
FAM8A3P,2,150176723,150178396
LYPD6,2,150186499,150330652
MIR9899,2,150186792,150186887
RPL17P13,2,150296411,150296941
MMADHC,2,150426151,150444289
MMADHC-DT,2,150443872,150704748
RNU6-601P,2,150467182,150467288
LINC01931,2,150624020,150715705
LINC01817,2,151091406,151113521
TRE-CTC9-1,2,151219277,151219349
RND3,2,151324707,151344209
LINC01920,2,151409046,151428735
LINC02612,2,151485411,151491871
FABP5P10,2,152042675,152043307
RBM43,2,152104454,152118377
NMI,2,152126984,152146182
LOC101929319,2,152194340,152235885
TNFAIP6,2,152214106,152236560
MIR4773-1,2,152224848,152224925
MIR4773-2,2,152224848,152224925
RN7SL124P,2,152228526,152228798
RIF1,2,152266416,152338686
NEB,2,152341853,152590990
ARL5A,2,152655311,152684935
CACNB4,2,152689285,152955681
STAM2,2,152973315,153032277
RPL30P2,2,152988012,152988403
FMNL2,2,153191688,153506340
NUDCP1,2,153246099,153247363
PRPF40A,2,153508246,153574533
ARL6IP6,2,153574162,153618910
UBQLN4P2,2,153733258,153735244
ATP5PBP4,2,154015452,154016209
RPL23AP29,2,154227140,154227578
TUBAP13,2,154277191,154278427
RPRM,2,154333852,154335276
DNAJA1P2,2,154617799,154619281
GALNT13,2,154728435,155310689
PHB1P4,2,155143058,155144024
LOC100144595,2,155292365,155313950
RNA5SP107,2,155446919,155447040
KCNJ3,2,155555207,155714866
CBX3P6,2,155796853,155797626
RNU6-1001P,2,155945951,155946050
MTCO1P45,2,156119970,156120236
MTND2P20,2,156120675,156121335
ATP5F1AP2,2,156126143,156126549
MTND4P28,2,156167589,156167930
MTND5P30,2,156168166,156169939
MTND6P9,2,156169952,156170470
MTCYBP9,2,156170578,156170880
RNU6-546P,2,156186933,156187039
LINC01876,2,156877047,157111443
HEBP2P1,2,156889561,156889937
NR4A2,2,157180949,157189233
FLJ46875,2,157193084,157198632
TRA-CGC3-1,2,157257281,157257352
TRG-GCC2-2,2,157257659,157257729
GPD2,2,157292064,157442915
RPLP0P7,2,157634201,157634963
CDK7P1,2,158066848,158068037
GALNT5,2,158114217,158175003
RN7SKP281,2,158155319,158155670
ERMN,2,158175143,158184224
FAM133DP,2,158234999,158237021
CYTIP,2,158271131,158300601
ACVR1C,2,158383279,158485376
ACVR1,2,158592958,158732842
RNU6-436P,2,158769284,158769397
MTA3P1,2,158817886,158819412
RNU6-932P,2,158842301,158842406
UPP2,2,158851691,158992666
PTP4A1P1,2,158921857,158922766
CCDC148-AS1,2,159023162,159092681
CCDC148,2,159027585,159313265
HNRNPDLP2,2,159281237,159281815
RN7SL393P,2,159303678,159303973
PKP4,2,159313464,159537941
RPL7AP22,2,159404916,159405786
PKP4-AS1,2,159514849,159591514
DAPL1,2,159651829,159672502
OR7E89P,2,159710016,159711184
OR7E28P,2,159718858,159719804
OR7E90P,2,159731105,159732278
TRE-CTC7-1,2,159738171,159738242
RNU2-21P,2,159792310,159792497
TANC1,2,159825152,160089170
BTF3L4P2,2,159860162,159861230
RNU6-580P,2,159883548,159883654
GSTM3P2,2,159912416,159913532
MIR6888,2,160043346,160043412
WDSUB1,2,160092309,160143214
BAZ2B,2,160175490,160568953
CAPZA1P2,2,160318707,160319780
BAZ2B-AS1,2,160471805,160474553
RPS3AP13,2,160546182,160546855
MARCHF7,2,160569017,160627538
LY75-CD302,2,160625139,160761267
CD302,2,160625139,160654719
LY75,2,160659866,160761267
PLA2R1,2,160788517,160919126
ITGB6,2,160956182,161056783
LINC02478,2,161114230,161128406
RBMS1,2,161128662,161350318
MIR4785,2,161264321,161264393
LOC100419108,2,161293940,161294772
RN7SL423P,2,161734058,161734361
LOC100131736,2,161904928,161907053
TANK,2,161993474,162092741
PSMD14-DT,2,162079769,162111154
LINC01806,2,162101250,162105561
PSMD14,2,162164936,162268228
MXRA7P1,2,162196027,162197856
RNA5SP108,2,162266065,162266181
TBR1,2,162272808,162282381
AHCTF1P1,2,162355578,162364413
LOC100132762,2,162424958,162426866
KRT18P46,2,162436539,162437918
SLC4A10,2,162480926,162841780
RPEP5,2,162787709,162787976
DPP4,2,162848755,162930725
DPP4-DT,2,162931367,162934442
TIMM8AP1,2,162933025,162934221
EIF3EP2,2,162944769,162946786
LOC101929532,2,162970951,163029249
GCG,2,162999392,163008757
FAP,2,163027194,163099955
IFIH1,2,163123584,163175194
GCA,2,163175273,163219633
KCNH7,2,163227917,163695277
RNA5SP109,2,163353446,163353561
KCNH7-AS1,2,163625446,163654482
RNU6-627P,2,164145505,164145606
FIGN,2,164459121,164592518
PRPS1P1,2,165070049,165070924
CYP2C56P,2,165178443,165178733
GRB14,2,165348927,165477992
EIF3EP3,2,165430251,165430530
COBLL1,2,165514441,165698586
SNORA70F,2,165544153,165544287
LOC101929633,2,165697259,165705906
RNA5SP110,2,165714942,165715056
SLC38A11,2,165750864,165812035
RNA5SP111,2,165752187,165752287
SCN3A,2,165944036,166060560
SCN2A,2,166095924,166248814
MAPRE1P3,2,166141763,166142555
CSRNP3,2,166326208,166545917
GALNT3,2,166604098,166650757
LOC100506124,2,166713985,166728451
TTC21B,2,166729872,166810286
TTC21B-AS1,2,166790367,166804831
LOC102724058,2,166813928,166892910
SCN1A,2,166841151,167005671
SCN1A-AS1,2,166938041,167158294
RN7SKP152,2,167037162,167037476
SCN9A,2,167051695,167232497
SCN7A,2,167260083,167350759
XIRP2,2,167744990,168116263
XIRP2-AS1,2,167979319,167997465
B3GALT1,2,168149511,168730555
RNU7-148P,2,168487990,168488051
CTAGE14P,2,168570007,168572575
B3GALT1-AS1,2,168671284,168797654
STK39,2,168810532,169104105
PHF5GP,2,169087845,169088734
RN7SL813P,2,169307834,169308116
CERS6,2,169312782,169631644
MIR4774,2,169439453,169439528
RNU6-766P,2,169462900,169463006
CERS6-AS1,2,169628461,169642939
NOSTRIN,2,169643049,169722024
SPC25,2,169727401,169746940
G6PC2,2,169757801,169766510
ABCB11,2,169777291,169887834
DHRS9,2,169923587,169952677
UBE2V1P6,2,169971705,169972184
LRP2,2,169983619,170219044
BBS5,2,170336004,170363165
KLHL41,2,170366212,170382768
FASTKD1,2,170385018,170430375
PPIG,2,170440861,170497916
CFAP210,2,170501935,170550915
LOC100421474,2,170515034,170518060
PHOSPHO2-KLHL23,2,170550979,170608388
PHOSPHO2,2,170550979,170558218
KLHL23,2,170590342,170608388
LOC171417,2,170622435,170623066
PTCHD3P2,2,170624199,170625053
CYB5AP2,2,170646516,170646870
SSB,2,170655381,170668574
METTL5,2,170668267,170681415
SNORD3K,2,170672789,170672888
UBR3,2,170683964,170940641
NSA2P5,2,170933978,170934897
RNU6-1006P,2,170976506,170976608
MYO3B,2,171034657,171511677
MYO3B-AS1,2,171197027,171207453
HMGB1P4,2,171456648,171458894
ERICH2-DT,2,171556878,171627276
LINC01124,2,171568949,171571077
SP5,2,171571847,171574588
EIF2S2P4,2,171608201,171609592
ERICH2,2,171626888,171655487
GAD1,2,171673397,171717661
GORASP2,2,171784987,171823640
TLK1,2,171847333,172087803
METTL8,2,172172256,172291282
RPS26P20,2,172231372,172231809
DCAF17,2,172290736,172341562
DAP3P2,2,172347927,172348639
RPS15P4,2,172373748,172374247
CYBRD1,2,172378743,172414639
RPL21P38,2,172443560,172444116
DYNC1I2,2,172543979,172606668
SLC25A12,2,172639915,172750754
RNU6-182P,2,172713076,172713180
HAT1,2,172778971,172848600
LOC100420002,2,172829251,172829759
METAP1D,2,172864860,172947158
DLX1,2,172950235,172954402
DLX2,2,172964166,172967628
DLX2-DT,2,172967734,172974710
ITGA6,2,173292064,173371187
ITGA6-AS1,2,173328990,173330750
PDK1,2,173420101,173490351
RAPGEF4-AS1,2,173587917,173600934
RAPGEF4,2,173600573,173917621
ALDH7A1P2,2,173758491,173759111
MAP3K20,2,173940574,174132743
MAP3K20-AS1,2,174062440,174146764
RPS2P18,2,174162338,174163279
LOC100289479,2,174202950,174203189
CDCA7,2,174219600,174233725
JPT1P1,2,174295958,174296652
CBY1P1,2,174342748,174343128
PPIAP66,2,174350387,174351129
LOC100129456,2,174439839,174441111
RPL5P7,2,174736300,174737295
SP3,2,174765503,174830430
LINC01960,2,174890008,174891886
RPSAP24,2,174907661,174908682
OLA1,2,174937175,175113260
RN7SL65P,2,175104871,175105185
LRRC2P1,2,175164732,175165711
HNRNPA1P39,2,175174347,175175751
LINC01305,2,175190755,175195371
SP9,2,175199682,175203228
CIR1,2,175212750,175260440
SCRN3,2,175260458,175294303
GPR155,2,175296299,175351757
RPA3P1,2,175366642,175367240
RNU6-5P,2,175422695,175422800
WIPF1,2,175424302,175547641
RNU7-44P,2,175430945,175431006
H3P6,2,175584528,175585586
CHRNA1,2,175612320,175629200
CHN1,2,175663537,175870109
RNU6-763P,2,175886942,175887047
RNU6-1290P,2,175894497,175894605
RPL21P31,2,175898513,175898962
ATF2,2,175936987,176032931
MIR933,2,176032361,176032437
ATP5MC3,2,176040986,176046438
RPS15AP14,2,176048913,176049383
EXTL2P1,2,176707615,176708226
LNPK,2,176788610,176867548
EVX2,2,176942200,176948690
HOXD13,2,176957449,176960672
HOXD12,2,176964523,176967217
HOXD11,2,176972008,176974482
HOXD10,2,176981506,176984665
HOXD9,2,176987447,176989665
HOXD8,2,176994433,176997423
HOXD-AS2,2,176999569,177001826
LOC401021,2,177001340,177005119
MIR10B,2,177015031,177015140
HOXD4,2,177016278,177017954
HOXD3,2,177022035,177037826
HAGLR,2,177037917,177053686
HAGLROS,2,177042894,177043737
HOXD1,2,177053396,177055635
MIR7704,2,177053571,177053629
RPLP1P4,2,177065599,177066111
RPSAP25,2,177106763,177107798
MTX2,2,177134170,177202753
PPIAP67,2,177203365,177203805
MIR1246,2,177465708,177465780
LINC01116,2,177494309,177502302
LINC01117,2,177502482,177520686
RNU6ATAC14P,2,177529404,177529494
FUCA1P1,2,177669025,177670846
RPL29P8,2,177671762,177674476
RNU6-187P,2,177794713,177794818
RNA5SP112,2,178003427,178003525
STUB1P1,2,178042425,178043186
KRT8P40,2,178062715,178063473
LOC105373759,2,178076123,178077139
MIR4444-1,2,178077454,178077527
HNRNPA3,2,178077522,178088687
DNAJC19P5,2,178093825,178094248
NFE2L2,2,178095031,178129455
MIR3128,2,178120673,178120738
LOC100130691,2,178148236,178257419
MIR6512,2,178178534,178178610
H3P7,2,178209171,178209564
AGPS,2,178257501,178408562
TTC30B,2,178413726,178417524
TTC30A,2,178477727,178483470
PDE11A,2,178487972,178973066
PDE11A-AS1,2,178538050,178588017
API5P2,2,178859544,178863604
SDHDP5,2,178882709,178883352
RNU6-629P,2,178903629,178903730
CYCTP,2,178957227,178969197
RBM45,2,178977164,178994383
RNU5E-9P,2,179007275,179007378
OSBPL6,2,179059239,179267620
CHROMR,2,179278386,179304970
PRKRA,2,179296141,179315902
PJVK,2,179316105,179326829
NUDCP2,2,179319443,179320370
FKBP7,2,179328391,179343327
PLEKHA3,2,179345184,179381190
TTN-AS1,2,179387554,179484944
TTN,2,179390716,179672150
LOC101927055,2,179641653,179644690
CCDC141,2,179694484,179914864
RNU7-104P,2,179696098,179696176
RPS6P2,2,179866845,179867499
SESTD1,2,179966405,180129559
RAD52P1,2,180265068,180265620
ZNF385B,2,180306709,180726339
TXNL4AP1,2,180678821,180679565
MIR1258,2,180725563,180725635
CWC22,2,180809603,180872024
SCHLAP1,2,181556831,181781666
FTH1P20,2,181737432,181738292
RPL27AP3,2,181803524,181804045
UBE2E3,2,181845087,181928152
LINC01934,2,181988564,182264280
MIR4437,2,182170320,182170379
ITGA4,2,182321932,182403667
CERKL,2,182401399,182521832
