Gene,Chr,Start,End
LAPTM4A,2,20032650,20051628
LOC124900607,2,20052137,20054496
LAPTM4A-DT,2,20061970,20117879
LOC107985807,2,20120850,20126050
RPS16P2,2,20155573,20156111
RN7SL140P,2,20175346,20175639
RNU6-961P,2,20175805,20175909
SDC1,2,20200797,20225475
LOC124905978,2,20208286,20213827
DRG1P1,2,20239674,20241108
RNU7-113P,2,20246326,20246387
PUM2,2,20248691,20352253
LOC100421404,2,20291539,20292262
SLC7A15P,2,20386386,20396585
RNA5SP86,2,20401627,20401724
LOC105373465,2,20403191,20424945
RHOB,2,20447074,20449440
LOC107985856,2,20478625,20501524
LOC102724948,2,20526166,20540167
NDUFAF2P1,2,20529396,20530027
HS1BP3,2,20553861,20651098
HS1BP3-IT1,2,20590775,20592548
RPS25P3,2,20606280,20606654
LOC124907740,2,20634716,20638429
LOC105373466,2,20651282,20652200
GDF7,2,20667144,20679243
LDAH,2,20682489,20823101
LINC02850,2,20859771,20861661
APOB,2,21001429,21044073
LOC124905593,2,21070554,21097590
LOC124908055,2,21094103,21096442
TDRD15,2,21123932,21147325
LOC105374317,2,21221160,21285469
LOC105374318,2,21314121,21357490
NUTF2P8,2,21361884,21364106
LOC100507562,2,21396261,21403172
LOC107984020,2,21559849,21565234
LOC101929230,2,21607465,21649572
LINC01822,2,21687434,21710652
RN7SL117P,2,21922993,21923288
LOC124908056,2,21933218,21965652
LOC105374320,2,21951656,21980652
LOC100130841,2,22188333,22188847
LOC124905953,2,22198758,22199227
RNA5SP87,2,22338886,22339003
LINC01830,2,22390210,22544830
LINC01884,2,22536479,22538288
LOC107985857,2,22542734,22548784
RN7SKP27,2,22861552,22861884
LOC124908057,2,23006543,23010537
LOC107985792,2,23018105,23198929
LOC107985858,2,23185206,23189924
LOC102723389,2,23203737,23209515
LINC02923,2,23357444,23384647
KLHL29,2,23385179,23708606
PPIAP61,2,23398562,23399323
LOC124907741,2,23441530,23475504
LOC105374325,2,23501925,23530308
LOC102723401,2,23616503,23617999
ATAD2B,2,23677969,23927123
PGAM1P6,2,23872265,23873033
RPS13P4,2,23900693,23901149
UBXN2A,2,23927278,24004909
SDHCP3,2,23943823,23945078
RN7SL610P,2,23996795,23997082
MFSD2B,2,24010085,24026775
WDCP,2,24029347,24047391
FKBP1B,2,24033206,24063681
RNU6-370P,2,24045835,24045938
SF3B6,2,24067586,24076326
FAM228B,2,24076833,24169638
TP53I3,2,24077433,24084834
PFN4,2,24114809,24123491
LOC105374328,2,24166000,24174796
FAM228A,2,24175053,24191698
ITSN2,2,24202864,24361368
LOC124900541,2,24273614,24273741
HMGN2P20,2,24330295,24332356
RPL36AP13,2,24334480,24334781
LOC105374329,2,24404028,24463154
NCOA1,2,24491254,24770702
RNA5SP88,2,24564630,24564738
RNU6-936P,2,24676309,24676415
PTRHD1,2,24789728,24793391
LOC105369164,2,24790592,24793075
CENPO,2,24793425,24822376
ADCY3,2,24819169,24920237
LOC105377626,2,24832080,24834466
LOC124907742,2,24920344,24921458
DNAJC27,2,24943636,24972094
RPS13P5,2,24968883,24969237
DNAJC27-AS1,2,24972112,25039694
EFR3B,2,25042076,25159135
RN7SL856P,2,25058032,25058329
SUCLA2P3,2,25079606,25081692
POMC,2,25160860,25168580
LINC01381,2,25204313,25209202
DNMT3A,2,25227874,25342590
MIR1301,2,25328640,25328721
DTNB,2,25377243,25673577
DTNB-AS1,2,25421093,25427915
LOC124900608,2,25433101,25441635
LOC105374332,2,25724076,25725527
ASXL2,2,25733753,25878487
LOC124906191,2,25769020,25769188
TPM3P7,2,25808688,25810727
PTGES3P2,2,25822269,25823149
NDUFB4P4,2,25886910,25887233
KIF3C,2,25926598,25982497
UQCRHP2,2,25994725,25995271
TRMT112P6,2,26028033,26028624
LOC124907743,2,26032411,26033749
RAB10,2,26033285,26137454
RNU6-942P,2,26042675,26042781
LOC105374333,2,26060511,26093853
RPS2P15,2,26101317,26102136
EMP2P1,2,26140117,26141367
SMARCE1P6,2,26149114,26151272
PPIL1P1,2,26162029,26163859
GAREM2,2,26173088,26204304
HADHA,2,26190635,26244632
HADHB,2,26244939,26290465
LOC105374334,2,26297742,26312959
ADGRF3,2,26308173,26346789
SELENOI,2,26346143,26395885
DRC1,2,26401920,26456711
OTOF,2,26457203,26558756
FAM166C,2,26562587,26579524
CIB4,2,26581205,26641366
RPL37P11,2,26678173,26678537
KCNK3,2,26692722,26733420
SLC35F6,2,26764284,26781231
CENPA,2,26786056,26794589
CDKN2AIPNLP2,2,26826597,26827532
DPYSL5,2,26847995,26950351
LOC124905979,2,26950515,26965072
MAPRE3,2,26970637,27027219
MAPRE3-AS1,2,26984772,27014588
TMEM214,2,27032965,27041694
AGBL5-AS1,2,27049683,27050264
AGBL5,2,27050364,27070618
TRY-GTA2-1,2,27050782,27050870
TRA-AGC8-1,2,27051214,27051286
OST4,2,27070472,27071654
EMILIN1,2,27078615,27086403
KHK,2,27086772,27100762
CGREF1,2,27099353,27119128
LOC124907744,2,27104377,27117485
ABHD1,2,27123815,27130812
PREB,2,27130756,27134636
PRR30,2,27136848,27139410
TCF23,2,27149004,27156974
SLC5A6,2,27199587,27212787
ATRAID,2,27212041,27217183
CAD,2,27217369,27243943
SLC30A3,2,27253684,27275817
DNAJC5G,2,27275433,27281499
TRIM54,2,27282429,27307435
UCN,2,27307400,27308445
MPV17,2,27309492,27323097
GTF3C2,2,27325854,27356764
GTF3C2-AS1,2,27335542,27337803
GTF3C2-AS2,2,27357140,27367880
EIF2B4,2,27364352,27370338
SNX17,2,27370616,27377535
ZNF513,2,27377235,27380734
PPM1G,2,27381199,27409591
FTH1P3,2,27392623,27393576
NRBP1,2,27427790,27442259
KRTCAP3,2,27442381,27446481
IFT172,2,27444377,27489743
RNU6-986P,2,27475494,27475595
FNDC4,2,27491883,27495200
GCKR,2,27496839,27523684
C2orf16,2,27537386,27582722
ZNF512,2,27583042,27623217
CCDC121,2,27625638,27629012
GPN1,2,27628247,27651511
LOC124906143,2,27642043,27642169
SUPT7L,2,27642568,27663614
SLC4A1AP,2,27663889,27694969
LINC01460,2,27705786,27715732
LOC105374378,2,27716123,27739287
MRPL33,2,27771719,27779733
RBKS,2,27781379,27890387
BABAM2,2,27888709,28338901
BABAM2-AS1,2,27889456,27891114
MYG1P1,2,27896718,27897199
LOC105374369,2,27937414,27943504
LOC100422227,2,27949096,27949707
MIR4263,2,27996367,27996449
FAM133EP,2,28015762,28016482
LOC100505736,2,28148555,28206961
LOC124907745,2,28268566,28283012
LOC100505716,2,28307691,28310459
RPL23AP34,2,28308151,28308570
LOC105374381,2,28348899,28354088
LOC105374382,2,28358377,28365856
LOC105374383,2,28377355,28386895
FOSL2-AS1,2,28384409,28394672
FOSL2,2,28392858,28417317
LOC102723530,2,28448520,28450008
SNRPGP7,2,28460057,28460397
PLB1,2,28496060,28644142
LOC124907746,2,28672813,28675249
LOC105374384,2,28677039,28683573
RNA5SP89,2,28683976,28684083
LOC100505774,2,28709050,28736205
PPP1CB-DT,2,28722268,28751756
PPP1CB,2,28751604,28802940
SPDYA,2,28810834,28850610
TRMT61B,2,28849821,28870309
WDR43,2,28894667,28948219
SNORD92,2,28913662,28913750
SNORD53,2,28927067,28927144
SNORD53B,2,28927983,28928060
TOGARAM2,2,28956518,29052230
PCARE,2,29061695,29074523
LOC105374386,2,29088776,29114744
CLIP4,2,29097726,29183808
LOC124907747,2,29127165,29130348
ALK,2,29192774,29921586
LOC101929386,2,29319398,29352214
LOC105374389,2,29474734,29475377
RN7SL516P,2,29681027,29681323
LOC124907748,2,29891708,29892387
YPEL5,2,30147007,30160533
LOC105374414,2,30178938,30191306
SNORA10B,2,30187434,30187566
LOC124907749,2,30191027,30202240
H3P5,2,30210027,30210490
LBH,2,30231534,30260028
LOC102723594,2,30293035,30300696
LINC01936,2,30346646,30350158
LCLAT1,2,30447246,30644225
CAPN13,2,30722771,30807446
LOC124905982,2,30809196,30879106
LOC105374435,2,30823502,30832429
LOC124907750,2,30832458,30835366
GALNT14,2,30886782,31138440
LOC107985861,2,31143859,31162361
CAPN14,2,31173056,31233957
RNA5SP90,2,31228312,31228410
EHD3,2,31234152,31269451
LOC124905983,2,31244450,31265940
RPL21P70,2,31291182,31291634
LOC124907751,2,31298934,31305402
XDH,2,31334321,31414742
SRD5A2,2,31522480,31663009
LOC107985862,2,31665650,31729287
LOC107985863,2,31765053,31772912
LINC01946,2,31793821,31803980
KRT18P52,2,31822536,31823436
AK2P2,2,31823487,31823830
MEMO1,2,31867823,32011008
DPY30,2,32011649,32039835
SPAST,2,32063556,32157637
SLC30A6,2,32165864,32224379
DDX50P1,2,32201530,32204218
RNU6-647P,2,32214456,32214562
NLRC4,2,32224449,32265743
YIPF4,2,32277904,32316594
BIRC6,2,32357023,32618878
MIR558,2,32532153,32532246
BIRC6-AS2,2,32557520,32574818
LOC124905985,2,32624763,32626778
TTC27,2,32628050,32821051
MIR4765,2,32635255,32635331
LINC00486,2,32825433,32946136
LOC105374453,2,32885988,32903090
LTBP1,2,32946953,33399509
H2ACP2,2,33056297,33056508
TYW1P1,2,33117264,33119106
RNA5SP91,2,33285769,33285887
RNA5SP92,2,33332898,33333007
MIR4430,2,33418516,33418564
RASGRP3,2,33436348,33564731
RASGRP3-AS1,2,33555045,33569430
FAM98A,2,33583660,33599299
LOC105374455,2,33599345,33656237
ATP6V0E1P3,2,33601983,33602785
HNRNPA1P61,2,33636442,33637655
LOC124905986,2,33656824,33667235
LINC01317,2,33706886,34297746
MYADML,2,33726061,33728217
SLC25A5P2,2,33839522,33840746
LOC124905987,2,34040811,34051099
LOC105374456,2,34047955,34067084
LINC01318,2,34067226,34069550
LOC105374457,2,34306288,34343658
LOC105374459,2,34598070,34616581
LINC01320,2,34677557,34722563
LOC107985865,2,34693866,34700486
LOC105374458,2,34703530,34737467
LOC124907752,2,34731729,34738231
RN7SL602P,2,34809233,34809556
LOC105374461,2,34998267,35000188
LOC107985808,2,35159084,35162839
SMIM7P1,2,35219247,35219619
MIR548AD,2,35471405,35471486
RNU6-1117P,2,35471605,35471708
LOC107985866,2,35547951,35577705
MRPL50P1,2,35724759,35725156
RPL21P36,2,36299359,36299884
CRIM1-DT,2,36354749,36355570
CRIM1,2,36355778,36551135
LOC124907753,2,36370218,36379230
LOC124905989,2,36416347,36419761
FEZ2,2,36552258,36598168
RACK1P2,2,36656322,36656941
LOC124905990,2,36689409,36807438
VIT,2,36696707,36814794
STRN,2,36837698,36966536
RNU6-577P,2,36867398,36867495
HEATR5B,2,36980895,37084372
GPATCH11,2,37084518,37099244
EIF2AK2,2,37099210,37156980
ARL14EPP1,2,37148372,37149304
SULT6B1,2,37167820,37196087
RPL31P16,2,37194394,37194759
CEBPZOS,2,37196496,37216193
CEBPZ,2,37201612,37231596
NDUFAF7,2,37231658,37271365
PRKD3,2,37250502,37324833
PRKD3-DT,2,37325081,37326764
RNU6-939P,2,37331770,37331876
LOC124907754,2,37339416,37345055
QPCT,2,37344630,37373322
LOC107985868,2,37375272,37384304
RNU6-1116P,2,37435510,37435608
LOC105374464,2,37455822,37605386
LOC124905991,2,37467588,37478939
CDC42EP3,2,37641944,37672949
LOC107985870,2,37676774,37683700
LOC105374465,2,37719562,37737572
LOC107985869,2,37743429,37790300
LOC344382,2,37816725,37818158
LINC00211,2,37826247,37875863
RMDN2,2,37920901,38067138
RMDN2-AS1,2,37950334,38036341
LOC100419680,2,38015583,38016636
CYP1B1,2,38067509,38076151
LOC107985871,2,38110316,38172393
CYP1B1-AS1,2,38131105,38181855
RNU6-951P,2,38147415,38147521
LOC102723739,2,38184308,38239590
RPL7P12,2,38231548,38232383
LOC105374467,2,38269093,38272203
GAPDHP25,2,38285340,38286595
ATL2,2,38293954,38378584
LOC105374468,2,38408719,38412627
LINC01883,2,38431294,38433573
LINC02613,2,38458637,38515740
RPLP0P6,2,38481775,38482875
HNRNPLL,2,38561969,38602928
GALM,2,38666114,38734765
LOC124905993,2,38683883,38733550
SRSF7,2,38743599,38751494
TTC39DP,2,38763585,38765200
NPLP1,2,38769266,38770417
GEMIN6,2,38778210,38785002
DHX57,2,38797729,38875934
ASS1P2,2,38810215,38811756
LOC105374470,2,38836370,38853965
MORN2,2,38875976,38882709
RNU6-851P,2,38884560,38884666
ARHGEF33,2,38889875,38975454
LOC105374471,2,38936247,38953455
RN7SL96P,2,38936876,38937158
LOC375196,2,38959287,38960344
SOS1,2,38981549,39124868
RNU6-198P,2,39082589,39082692
HSPE1P13,2,39097957,39098477
CDKL4,2,39168045,39247120
MAP4K3,2,39249266,39437285
RNU6-373P,2,39393522,39393618
MAP4K3-DT,2,39437416,39601344
TMEM178A,2,39665483,39735960
THUMPD2,2,39736060,39779276
LOC124905994,2,39736995,39755344
LOC112268436,2,39901937,39904495
SLC8A1-AS1,2,39917634,40255209
LOC100419512,2,39929194,39929974
SLC8A1,2,40097270,40512435
LOC124905995,2,40375939,40401566
LOC101929667,2,40511922,40558453
LOC105374473,2,40617528,40621154
LOC105374475,2,40632909,40643685
LOC105374497,2,40678741,40970267
LOC105374491,2,40717276,40732305
LINC01794,2,40746481,40768244
HNRNPA1P57,2,41156565,41157555
LOC105374506,2,41412529,41578004
LDHAP3,2,41819649,41821649
RPS12P4,2,41850181,41850683
RNU4-63P,2,41871271,41871388
LINC01913,2,41877555,41894046
LINC01914,2,41931599,41933723
LINC02898,2,41935368,41953806
LOC124905996,2,41937308,41953049
LOC105374517,2,41983356,41988680
PKDCC,2,42048021,42058517
LOC105374531,2,42083474,42097793
EML4-AS1,2,42142435,42170231
EML4,2,42169353,42332548
COX7A2L,2,42335559,42368957
KCNG3,2,42388352,42493982
LOC124900542,2,42440377,42440436
VDAC1P13,2,42463139,42463997
RPS13P3,2,42469791,42470313
MTA3,2,42494110,42756946
LOC105374555,2,42582934,42619883
RNU6-137P,2,42712740,42712847
OXER1,2,42762499,42764135
HAAO,2,42767089,42792583
FTOP1,2,42797226,42798733
TRI-TAT2-1,2,42810536,42810628
CHORDC1P1,2,42824728,42827705
LOC105374568,2,42916840,42923170
LOC112268413,2,42941033,42972156
LINC01819,2,43027853,43039543
LOC107985876,2,43064045,43102445
LOC124907756,2,43073629,43084100
RNU6-242P,2,43091388,43091494
LINC02580,2,43097746,43102445
LOC105374570,2,43128396,43132374
LOC124907755,2,43171479,43175575
ZFP36L2,2,43222402,43226606
LINC01126,2,43227211,43228855
THADA,2,43230851,43596038
RNU6-958P,2,43408307,43408377
RN7SL531P,2,43492032,43492313
PLEKHH2,2,43637260,43767987
C1GALT1C1L,2,43675151,43676429
LOC100421122,2,43680567,43681595
RN7SKP66,2,43772120,43772350
DYNC2LI1,2,43774039,43828347
LOC105374571,2,43774153,43774992
ABCG5,2,43806211,43839231
ABCG8,2,43838971,43882988
LOC102725159,2,43843787,43844520
LRPPRC,2,43886224,43996265
RNU6-1048P,2,43892692,43892795
RN7SL455P,2,43904412,43904693
LOC124907757,2,44107337,44108345
RNU6-566P,2,44154789,44154895
LOC102723904,2,44161184,44168792
PPM1B,2,44168875,44246928
LOC124906174,2,44239568,44239661
RPL12P19,2,44270533,44271155
SLC3A1,2,44275480,44322437
PREPL,2,44317607,44361862
CAMKMT,2,44361947,44772592
LOC124905998,2,44390312,44401111
LOC124907759,2,44401133,44421913
LOC124905999,2,44443040,44467606
LOC124907758,2,44475791,44493964
LOC105374573,2,44816972,44822707
LINC01833,2,44921080,44939199
SIX3-AS1,2,44940154,44941878
SIX3,2,44941702,44946071
KRTCAP2P1,2,44996412,44996904
LOC124907760,2,44996441,44996920
SIX2,2,45005182,45009452
LOC107985809,2,45116470,45143330
LINC01121,2,45174341,45254941
LOC105374576,2,45207422,45211673
LOC105374577,2,45331289,45333577
SRBD1,2,45388680,45611267
RN7SL414P,2,45569199,45569492
LOC102724965,2,45648727,45651215
PRKCE,2,45651279,46187990
PRKCE-AS1,2,45673340,45675520
TRQ-TTG5-1,2,45710302,45710374
LOC124907761,2,45958857,45965829
RPL26P15,2,46003913,46004415
LOC101926974,2,46246437,46290498
LOC105374581,2,46252410,46256932
RPL36AP14,2,46256860,46257175
EPAS1,2,46297407,46386697
LINC01820,2,46392293,46394167
LOC124907762,2,46405734,46412770
LINC02583,2,46429190,46441833
RN7SL817P,2,46448224,46448511
TMEM247,2,46479565,46484425
LOC124906002,2,46499733,46501959
ATP6V1E2,2,46511847,46542577
RHOQ,2,46542490,46584688
RHOQ-AS1,2,46568256,46580238
PIGF,2,46580937,46617041
LOC124906003,2,46593358,46605021
CRIPT,2,46617215,46630176
LOC105374584,2,46642069,46654989
SOCS5,2,46698937,46763129
LINC01118,2,46816668,46822660
LINC01119,2,46827864,46859006
LOC107985880,2,46849083,46853526
LOC124906004,2,46863534,46875320
MCFD2,2,46901870,46941855
TTC7A,2,46915866,47076123
STPG4,2,47086991,47155308
CALM2,2,47160082,47176936
EPCAM-DT,2,47192405,47345074
LOC105374588,2,47218159,47221357
LOC124907763,2,47226917,47240005
LOC107985882,2,47252373,47265458
BCYRN1,2,47335315,47335514
RN7SKP119,2,47359534,47359762
EPCAM,2,47369311,47387020
MIR559,2,47377675,47377770
MSH2,2,47403067,47634501
KCNK12,2,47509290,47570985
MSH2-OT1,2,47527537,47529164
LOC124907764,2,47661078,47676703
RPL18AP6,2,47690667,47691283
LOC440864,2,47695997,47709830
NME2P2,2,47705468,47706036
LOC105374589,2,47755479,47760491
MSH6,2,47783145,47806953
RPL36AP15,2,47797758,47798136
FBXO11,2,47806920,47906498
RPS27AP7,2,47882967,47883914
LOC100506235,2,47906815,47908167
LOC105374590,2,47914333,47916960
LOC105374592,2,47926499,47937886
LOC105374591,2,47942388,48005075
VN1R18P,2,47989625,47990561
LOC124907765,2,48047362,48090334
LOC105374593,2,48108702,48165410
RN7SKP224,2,48217576,48217814
LOC102724008,2,48253503,48282835
LOC124907766,2,48311614,48314197
FOXN2,2,48313659,48379295
RNU4-49P,2,48340687,48340826
PPP1R21,2,48440766,48515386
RNU6-282P,2,48501922,48502024
STON1-GTF2A1L,2,48529925,48776519
STON1,2,48530154,48598513
GTF2A1L,2,48617856,48679604
TPT1P11,2,48632680,48633469
LHCGR,2,48686774,48755724
LOC105374594,2,48777365,48811335
ELOBP3,2,48780602,48780897
CTBP2P5,2,48915065,48916716
FSHR,2,48962157,49154515
MIR548BA,2,49059603,49059658
LOC107985810,2,49216015,49218628
RNU6-439P,2,49233794,49233899
LOC105374595,2,49307245,49370053
LOC124906005,2,49563388,49659056
RPL7P13,2,49878612,49879434
NRXN1,2,49918503,51032132
MTCO1P42,2,50588690,50589415
LOC101927089,2,50620924,50632732
MIR8485,2,50696172,50696262
LOC124906006,2,50814164,50820728
LOC730100,2,51032601,52407917
LOC105377627,2,51330841,51350197
KNOP1P3,2,51510142,51511480
CRYGGP,2,51775258,51775402
CCDC12P1,2,51926632,51927348
LOC105374597,2,51976689,51984286
ZNF863P,2,52076098,52077440
LOC124907767,2,52080081,52105103
LOC107985766,2,52145812,52148273
LINC01867,2,52370648,52390070
GGCTP3,2,52473471,52474352
CRTC1P1,2,52570647,52572724
FTH1P6,2,52629743,52630078
LOC105374598,2,52691303,52700326
MIR4431,2,52702522,52702615
LOC105369165,2,52722676,53208967
LOC124900528,2,53470447,53470629
RNU6-997P,2,53570374,53570480
LOC105374600,2,53579736,53606144
ASB3,2,53669980,53786953
GPR75-ASB3,2,53670293,53859967
CHAC2,2,53767783,53775196
ERLEC1,2,53787044,53818796
LOC112268415,2,53818734,53838346
LOC124906183,2,53839733,53839829
MIR3682,2,53849122,53849205
GPR75,2,53852912,53859967
PSME4,2,53864069,53970993
ACYP2,2,53971113,54305300
RPL21P30,2,54029480,54029867
LOC124906138,2,54034035,54034088
HMGB1P31,2,54051334,54051760
LOC105374615,2,54106303,54108991
RNU7-172P,2,54166944,54167007
LOC105374610,2,54239020,54279638
TSPYL6,2,54253178,54256229
C2orf73,2,54330884,54384193
LOC102724072,2,54432364,54444875
SPTBN1,2,54456327,54671446
LOC124905935,2,54484116,54520119
RPL23AP32,2,54529222,54529841
LOC124906008,2,54581578,54589434
LOC105374653,2,54674382,54685026
EML6,2,54723552,54972025
EML6-AS1,2,54747101,54752250
RNU7-81P,2,54850290,54850349
RTN4,2,54972189,55137831
RNU6-433P,2,55014418,55014521
LOC105374662,2,55080205,55087072
CLHC1,2,55172547,55232563
CDPF1P1,2,55224697,55224841
RPS27A,2,55231903,55235853
MTIF2,2,55236595,55269248
PRORSD1P,2,55282319,55284472
CCDC88A,2,55287842,55419856
LOC124907768,2,55308832,55340309
BTF3P5,2,55434896,55435719
RNU6-775P,2,55451004,55451099
RNU6-221P,2,55456106,55456204
RNU6-634P,2,55499950,55500055
CFAP36,2,55519718,55545079
PPP4R3B,2,55547292,55617622
LOC124900537,2,55565703,55565850
PNPT1,2,55634061,55693844
LOC107985811,2,55759201,55773381
LOC112268416,2,55824158,55877685
EFEMP1,2,55865967,55923782
LOC105374690,2,55945824,56177557
RN7SKP208,2,55951779,55952014
MIR217HG,2,55963406,56047326
MIR217,2,55982967,55983076
MIR216A,2,55988950,55989059
MIR216B,2,56000714,56000795
LINC01813,2,56074654,56090382
LOC100129434,2,56173534,56185770
CCDC85A,2,56183852,56386174
RNA5SP93,2,56235217,56235330
LOC101927213,2,56585920,56649188
PPIAP63,2,56750300,56750563
LOC124906180,2,57016061,57016164
EIF2S2P7,2,57048152,57049465
LOC124900539,2,57544535,57544599
LOC101927235,2,57701222,57713182
LOC105374697,2,57720900,57726335
ACTG1P22,2,57764954,57766053
LOC105377628,2,57781490,57789076
LOC124907769,2,57885078,57886658
VRK2,2,57907592,58159920
LOC124907770,2,57914041,57916322
LOC107984043,2,58040076,58047233
FANCL,2,58159243,58241380
EIF3FP3,2,58251429,58252674
LINC01795,2,58275877,58296548
LOC644456,2,58460170,58462032
LINC01122,2,58520753,59063766
LOC124907771,2,58925916,58932166
LINC01793,2,59217708,59279400
LOC105374754,2,59238714,59389508
RNU6-508P,2,59647621,59647723
RNA5SP94,2,59694762,59694869
MIR4432HG,2,60359216,60391375
RNU1-32P,2,60384605,60384763
MIR4432,2,60387362,60387445
LOC102724142,2,60394823,60402128
LOC124906010,2,60402169,60439819
BCL11A,2,60450520,60553654
RN7SL361P,2,60640714,60641002
IFITM3P9,2,60682684,60683291
RPL26P13,2,60711451,60711934
RNU6-612P,2,60719640,60719741
ATP1B3P1,2,60734390,60735925
PAPOLG,2,60756268,60802086
RN7SL632P,2,60831664,60831929
REL-DT,2,60847760,60881314
RPL21P33,2,60852220,60852785
REL,2,60881574,60931612
RNU4-51P,2,60911303,60911442
NONOP2,2,60935930,60938049
RPS12P3,2,60938177,60938685
PUS10,2,60940223,61018259
RNA5SP95,2,60998752,60998888
PEX13,2,61017720,61051990
SANBR,2,61065871,61138032
LOC105374759,2,61129405,61140184
C2orf74-DT,2,61141592,61144975
C2orf74,2,61145116,61164828
LOC105374758,2,61151433,61162111
AHSA2P,2,61177418,61188925
USP34,2,61187463,61471087
SNORA70B,2,61417244,61417377
XPO1,2,61477849,61538612
LOC124907772,2,61482534,61483941
LOC100422418,2,61575768,61576395
RPS29P10,2,61589493,61589663
RNU6-1145P,2,61605616,61605721
LOC647077,2,61710597,61710978
LOC107985767,2,61743966,61764263
LOC105374760,2,61793493,61798714
FAM161A,2,61800240,61854060
RPS24P7,2,61803026,61803533
RPL31P30,2,61856695,61857062
LOC100533678,2,61858112,61860148
CCT4,2,61868085,61888671
LOC124907773,2,61878967,61880576
COMMD1,2,61888391,62136058
LOC124906012,2,61934877,61949793
RPSAP26,2,62146301,62147326
PIGPP1,2,62170900,62171196
LOC124906013,2,62193989,62196013
B3GNT2,2,62196115,62224731
MIR5192,2,62205826,62205917
RN7SL51P,2,62262387,62262671
LOC105374761,2,62264225,62276846
LOC124906156,2,62264995,62265098
LOC105374764,2,62415193,62464067
TMEM17,2,62453531,62506195
RN7SL18P,2,62491178,62491468
RPL37P13,2,62507542,62507823
RPL21P37,2,62532542,62533099
PSAT1P2,2,62552270,62553525
RSL24D1P2,2,62560113,62561449
EHBP1,2,62673878,63046487
RPS20P9,2,62939873,62940322
EHBP1-AS1,2,63043922,63048521
OTX1,2,63049735,63057831
LOC100420499,2,63086310,63087322
RPL27P5,2,63108096,63108429
DBIL5P2,2,63117851,63119542
WDPCP,2,63119559,63840826
LOC107985769,2,63194534,63201235
MTFR2P1,2,63232333,63234030
MDH1,2,63588963,63607197
PRELID1P6,2,63622084,63623009
RPS4XP5,2,63643192,63644068
RPL27P6,2,63684271,63684746
CSP1,2,63717005,63717463
HNRNPA1P66,2,63751498,63752708
UGP2,2,63840969,63891560
VPS54,2,63892150,64019428
LOC124907774,2,64059518,64078503
PELI1,2,64092652,64144420
LINC00309,2,64185078,64205485
LOC100507006,2,64228401,64252531
LOC105374769,2,64330482,64332778
MIR4433B,2,64340747,64340848
MIR4433A,2,64340759,64340839
RPL23AP37,2,64347218,64347749
LGALSL-DT,2,64390956,64454878
LOC124907775,2,64439238,64445458
LGALSL,2,64454162,64461381
LINC01805,2,64486353,64500904
AFTPH-DT,2,64522189,64524155
AFTPH,2,64524328,64593005
MIR4434,2,64525513,64525565
LOC105374773,2,64538741,64607239
RNU6-100P,2,64578892,64578997
LINC02579,2,64607312,64616482
SERTAD2,2,64631621,64653913
LOC105374775,2,64636924,64648566
LOC124907776,2,64654071,64655223
RPS10P9,2,64665571,64666121
LOC105374777,2,64756989,64768197
LOC105374776,2,64777213,64794872
RN7SL341P,2,64817378,64817675
LINC01800,2,64846130,64863631
LINC02245,2,64901840,64932447
RN7SL211P,2,64906863,64907138
LOC124906172,2,64908587,64908686
RPL11P1,2,64960008,64960616
SLC1A4,2,64988479,65023865
RNU6-548P,2,64994746,64994860
LINC02576,2,65030727,65053742
CEP68,2,65056416,65087004
RAB1A,2,65086854,65130106
LOC124906140,2,65158662,65158860
LOC124907779,2,65189590,65227599
VDAC2P5,2,65205076,65206278
ACTR2,2,65227831,65271253
LOC124907781,2,65291251,65295783
SPRED2,2,65307175,65432599
LOC105374780,2,65439895,65456568
LOC124907784,2,65457518,65458994
LOC105374781,2,65487621,65518913
DNAJB12P1,2,65500570,65502209
RPS15AP15,2,65511768,65512146
RN7SL635P,2,65545402,65545691
VTRNA2-2P,2,65555432,65555534
KRT18P33,2,65666428,65667794
LOC107985889,2,65670542,65680405
LOC105369167,2,65725332,65754903
LINC02934,2,65921942,66084639
LOC107985890,2,66122410,66126961
LOC107985812,2,66283337,66287107
MIR4778,2,66358249,66358328
LINC01873,2,66383306,66392450
MEIS1-AS3,2,66423342,66433470
MEIS1,2,66435125,66573869
MEIS1-AS2,2,66439087,66440330
LOC124900511,2,66548025,66561124
LINC01798,2,66574030,66695588
LINC01797,2,66697030,66703227
DNMT3AP1,2,66819925,66821517
LINC01799,2,66904436,66971466
LINC01628,2,66921510,66922490
LOC105374785,2,66966644,67015113
LINC01828,2,67086446,67289244
LINC01829,2,67123357,67215319
LOC101927661,2,67213408,67244574
ETAA1,2,67397333,67412089
LOC107985891,2,67443579,67464497
LOC124907804,2,67522605,67544737
LOC124906017,2,67549210,67551634
LOC105374786,2,67552812,67651030
LINC02831,2,67564300,67574962
LINC01812,2,67796054,67825562
FBXL12P1,2,68023498,68024573
C1D,2,68041130,68063004
LOC105374789,2,68088899,68111600
LOC124906018,2,68117026,68117282
PPIAP64,2,68122960,68125812
DNAAF10,2,68129805,68157527
PNO1,2,68157888,68176238
PPP3R1,2,68178857,68252532
LOC107985892,2,68251603,68300006
CNRIP1,2,68284171,68319949
LOC102724389,2,68332624,68347676
LOC101927723,2,68361217,68366404
PLEK,2,68365282,68397453
WDR4P2,2,68447891,68449186
FBXO48,2,68459422,68467294
APLF,2,68467585,68580162
