Gene,Chr,Start,End
LOC101928512,1,166806078,166832416
AKR1D1P1,1,166870999,166887541
LOC107985224,1,166881000,166887247
CREG1,1,166892470,166905217
RPS18P4,1,166942804,166943331
RCSD1,1,166981734,167060191
TRP-CGG1-1,1,167066220,167066291
TRP-AGG2-1,1,167066983,167067054
MPZL1,1,167073478,167143403
ADCY10,1,167160872,167265599
MPC2,1,167268139,167288538
DCAF6,1,167287705,167427301
MIR1255B2,1,167350122,167350188
GCSHP5,1,167406826,167407960
GPR161,1,167431007,167489154
TIPRL,1,167530459,167553616
RPL34P1,1,167562073,167562490
LOC107985453,1,167566917,167567164
SFT2D2,1,167577504,167604523
ANKRD36BP1,1,167597066,167598932
RNU6-1310P,1,167614848,167614954
TBX19,1,167632365,167665914
LOC441914,1,167720462,167720659
MIR557,1,167727008,167727105
LOC100505918,1,167752509,167776173
QRSL1P1,1,167803186,167804825
LOC101928565,1,167817632,167850760
XCL2,1,167895859,167899089
RPL7AP19,1,167897798,167898448
XCL1,1,167931697,167937161
RPL7AP21,1,167933693,167934555
LOC105371604,1,167993237,168021682
DPT,1,168050592,168084377
LINC00626,1,168142138,168148089
LOC105371606,1,168194608,168225400
SUMO1P2,1,168253336,168254283
LINC00970,1,168259139,168442122
RPL29P7,1,168293647,168294274
RNA5SP66,1,168422381,168422481
LOC101928596,1,168459602,168460385
ATP1B1,1,168462171,168488201
NME7,1,168488013,168723109
BLZF1,1,168723507,168751898
CCDC181,1,168750193,168816015
SLC19A2,1,168819254,168841316
F5,1,168867198,168942366
SELP,1,168944736,168986000
LOC107985745,1,169018213,169039720
SELL,1,169046455,169067407
SELE,1,169078428,169089853
LOC101928628,1,169118683,169120429
METTL18,1,169148308,169150686
C1orf112,1,169150509,169209809
SCYL3,1,169205381,169249621
RN7SL333P,1,169215487,169215783
KIFAP3,1,169277046,169430590
RN7SL269P,1,169313648,169313953
MRPS10P1,1,169345820,169345950
SIGLEC30P,1,169471482,169472293
NTMT2,1,169501867,169524770
MIR3119-1,1,169507286,169507370
MIR3119-2,1,169507286,169507370
LINC01681,1,169530279,169597502
ISCUP1,1,169566927,169567314
LINC01142,1,169627332,169640137
HAUS4P1,1,169724871,169726318
GORAB-AS1,1,169817282,169888564
GORAB,1,169888121,169909783
LOC105371610,1,169997184,170016550
PRRX1,1,170020416,170095719
MROH9,1,170291896,170421107
LOC646804,1,170439908,170441745
FMO3,1,170447248,170474197
MIR1295A,1,170458106,170458184
MIR1295B,1,170458117,170458176
LOC105371611,1,170475251,170608188
FMO6P,1,170494118,170517942
FMO2,1,170541589,170568989
LOC124900413,1,170552474,170580664
FMO1,1,170604793,170642278
HMGB1P11,1,170627264,170627889
FMO4,1,170670481,170698383
TOP1P1,1,170695195,170697625
SRP14P4,1,170701404,170701606
GM2AP2,1,170748550,170749093
RNU6-290P,1,170774969,170775075
CYCSP53,1,170801129,170801408
LOC124904828,1,170838345,170838447
PRRC2C,1,170841969,170949975
RN7SL425P,1,170848851,170849144
LOC124904697,1,170876260,170876363
MYOCOS,1,170976228,170983353
MYOC,1,170991882,171009153
PFN1P1,1,171026739,171027553
RPL4P3,1,171039530,171040958
VAMP4,1,171056627,171098537
LOC100422548,1,171107910,171108502
LOC100422549,1,171112277,171112897
LOC391136,1,171118468,171119621
LOC124900454,1,171124544,171124649
METTL13,1,171138134,171154190
RPS15P3,1,171158449,171170435
RPLP1P3,1,171181190,171181600
DNM3,1,171198091,171775179
DNM3-IT1,1,171220785,171221280
DNM3OS,1,171493599,171501554
MIR214,1,171495517,171495626
MIR3120,1,171495527,171495607
MIR199A2,1,171501254,171501363
RNU6-157P,1,171723261,171723367
LOC102724528,1,171750713,171813238
C1orf105,1,171777398,171825503
PIGC,1,171798151,171800763
SUCO,1,171889056,171968934
RNU6-693P,1,171970529,171970635
FASLG,1,172016214,172023987
SLC25A38P1,1,172106327,172108246
LOC107985225,1,172173648,172175789
LOC105371618,1,172183204,172194134
AIMP1P2,1,172243961,172244353
TNFSF18,1,172397315,172409046
GOT2P2,1,172498607,172500475
TNFSF4,1,172541831,172565431
LOC100506023,1,172593157,172835311
LOC124904846,1,172639201,172639325
RPL26P11,1,172709818,172710179
LOC646870,1,172720481,172721994
PRDX6-AS1,1,172775945,172819518
PRDX6,1,172835491,172846972
LOC124904456,1,172845266,172853629
SLC9C2,1,172858618,172961223
ANKRD45,1,172966487,173028011
TEX50,1,172993493,172995285
LOC105371619,1,172995875,173039870
LOC124904822,1,173018263,173018366
KLHL20,1,173073139,173144852
RPS27P7,1,173099809,173100154
RN7SKP160,1,173149718,173150056
CENPL,1,173157718,173183047
DARS2,1,173182837,173216665
GAS5-AS1,1,173221365,173222059
GAS5,1,173222017,173227002
SNORD81,1,173222264,173222340
SNORD47,1,173222487,173222563
SNORD80,1,173222951,173223021
SNORD79,1,173223469,173223549
SNORD78,1,173223741,173223805
SNORD44,1,173224087,173224147
SNORA103,1,173224324,173224409
SNORD77,1,173224420,173224489
SNORD76,1,173224754,173224834
SNORD75,1,173224998,173225057
SNORD74,1,173225794,173225865
ZBTB37,1,173226202,173261663
SERPINC1,1,173261916,173275453
RNA5SP67,1,173279272,173279402
RC3H1,1,173289302,173380290
RNA5SP68,1,173327532,173327650
RC3H1-DT,1,173380406,173380918
RPL30P1,1,173448055,173448393
RNU7-78P,1,173453164,173453219
RABGAP1L-DT,1,173479566,173517266
RABGAP1L,1,173517499,174349063
LOC124904825,1,173558079,173558180
LOC100302291,1,173718442,173725931
GPR52,1,173805945,173807526
LOC124905746,1,174062057,174063729
BANF1P4,1,174114438,174115163
NDUFAF4P4,1,174202178,174202945
RPS26P12,1,174274808,174275141
RABGAP1L-AS1,1,174287659,174308054
LOC124905745,1,174345492,174352543
RNU6-307P,1,174350279,174350384
CACYBP,1,174353190,174365783
MRPS14,1,174366714,174377180
ENTR1P2,1,174398183,174399602
TNN,1,174421562,174501817
KIAA0040,1,174510730,174546720
LOC105371623,1,174641572,174689572
RPS29P4,1,174651142,174651303
TNR,1,174669251,175098445
LINC01657,1,175232687,175235794
LINC02803,1,175249124,175276487
RPS29P5,1,175277266,175277553
COP1,1,175300159,175562553
MIR1843,1,175323694,175323803
SCARNA3,1,175323721,175323864
LOC124904756,1,175572794,175572855
RPL13P7,1,175586450,175587096
RNU2-12P,1,175599124,175599291
LOC100129734,1,175627747,175628541
MORF4L1P7,1,175722909,175723838
PAPPA2,1,175818496,176200273
PTP4A1P7,1,175970832,175971741
ASTN1,1,176211993,176519385
MIR488,1,176384002,176384084
BRINP2,1,176525633,176637111
LOC105371625,1,176598370,176610724
LINC01645,1,176706296,176721155
LINC01741,1,177055274,177065082
CRYZL2P-SEC16B,1,177283553,177392747
SEC16B,1,177283553,177339057
CRYZL2P,1,177360910,177392778
RASAL2-AS1,1,177446194,177448679
RASAL2,1,177448790,177833573
LOC105371630,1,177473019,177490210
LOC105371629,1,177678370,177696091
RPS14P2,1,177766321,177766800
CLEC20A,1,177833963,177851687
LOC101928866,1,177856181,177867774
TEX35,1,177867832,177878233
LOC105371631,1,177880913,177887455
LOC124904460,1,177895296,177897368
C1orf220,1,177897519,177903612
LOC105371632,1,177906464,177940580
RNA5SP69,1,177915636,177915752
MIR4424,1,178032519,178032603
TRUND-NNN7-1,1,178063663,178063735
RALGPS2-AS1,1,178077576,178092790
RALGPS2,1,178079963,178276579
PTPN2P1,1,178101071,178102557
LOC124904462,1,178151918,178164515
ANGPTL1,1,178204270,178225811
LOC102724754,1,178291640,178293812
FAM20B,1,178380872,178431587
RPS26P16,1,178390299,178390739
TOR3A,1,178437075,178450997
ABL2,1,178454335,178584699
SETP10,1,178538811,178539903
LOC124900432,1,178551512,178551618
LOC124900429,1,178556522,178556662
EIF4A1P11,1,178556736,178557110
LOC100499223,1,178575516,178577269
COX5BP8,1,178610729,178611077
RPL39P11,1,178625924,178626279
SOAT1,1,178648827,178713729
LOC100420262,1,178661873,178662452
AXDND1,1,178721021,178909737
MEF2AP1,1,178802802,178803663
HNRNPA1P54,1,178810940,178812418
NPHS2,1,178905541,178930958
RNU5F-2P,1,178931278,178931359
LOC126860,1,178941507,178942676
TDRD5,1,178946615,179047028
LOC105371635,1,179046297,179085822
FAM163A,1,179083538,179171949
MIR12116,1,179159679,179159780
LINC02818,1,179175575,179192336
TOR1AIP2,1,179195724,179233552
TOR1AIP1,1,179238027,179275744
RN7SL230P,1,179255983,179256285
LOC101928933,1,179274994,179310388
CEP350,1,179310482,179470599
RPSAP16,1,179324268,179325254
RPS24P5,1,179356119,179356520
LOC105371636,1,179508343,179510573
QSOX1,1,179510604,179559769
LHX4,1,179585702,179634371
LHX4-AS1,1,179625056,179630074
ACBD6,1,179643616,179857576
LOC124904702,1,179704193,179704286
LOC105371637,1,179770401,179785165
VDAC1P4,1,179789803,179791808
MIR3121,1,179793320,179793396
OVAAL,1,179913986,179921529
LOC124904658,1,179920735,179920952
XPR1,1,179987035,180245477
LOC124905747,1,179987291,179999432
LOC124904687,1,180113842,180113937
KIAA1614,1,180268104,180306855
LOC107985231,1,180291969,180296368
KIAA1614-AS1,1,180304931,180310129
MR1P1,1,180319765,180324609
STX6,1,180327972,180378137
MR1,1,180388622,180417159
IER5,1,180443759,180447959
LINC01732,1,180529911,180537651
LINC01699,1,180591821,180594037
LOC107985454,1,180664623,180667737
LOC107985232,1,180775155,180787814
CACNA1E,1,180838937,181163498
RNA5SP70,1,181126962,181127040
RN7SKP229,1,181194953,181195188
LOC105371640,1,181358287,181359707
ZNF648,1,181409936,181417080
LOC105371642,1,181465793,181474375
YPEL5P1,1,181538692,181539787
LINC01344,1,181560598,181673660
RNU6-152P,1,181686634,181686740
RPL18P2,1,181688024,181688624
EIF1P3,1,181695428,181696084
GLUL,1,181737671,181751363
TEDDM1,1,181757690,181760240
LINC00272,1,181767194,181774386
TEDDM2P,1,181801270,181802024
RGSL1,1,181809719,181920071
RNASEL,1,181933110,181948734
RGS16,1,181958121,181963886
LINC01686,1,181974636,181976125
RGS8,1,182001318,182111553
LINC01688,1,182072173,182073855
LOC100421471,1,182093437,182093959
NPL,1,182148939,182189548
DHX9-AS1,1,182192835,182198754
DHX9,1,182198510,182247148
SHCBP1L,1,182259032,182312340
HMGN1P4,1,182300480,182301696
RNA5SP71,1,182303551,182303676
LOC100271717,1,182314362,182314970
KRT18P28,1,182318191,182319584
RNU6-41P,1,182341388,182341493
LAMC1,1,182382573,182504736
LAMC1-AS1,1,182497551,182500416
LAMC2,1,182545611,182604464
NMNAT2,1,182607574,182777689
RPS3AP8,1,182625818,182626589
LOC105371646,1,182793162,182821890
SMG7-AS1,1,182820158,182831267
SMG7,1,182831784,182913482
NCF2,1,182914853,182950204
LOC100526839,1,182946898,182947614
ARPC5,1,182980128,182995065
RGL1,1,182995391,183287882
APOBEC4,1,183005557,183012599
LOC100420254,1,183068584,183069588
COLGALT2,1,183289012,183400897
TSEN15,1,183414898,183460648
LOC102724830,1,183475585,183489815
LOC124904467,1,183571407,183577156
RN7SL654P,1,183698893,183699184
C1orf21-DT,1,183748997,183749948
C1orf21,1,183750271,183992246
LOC100129573,1,183929713,183931084
LOC107985236,1,183961746,183995421
LOC105371648,1,184027539,184036801
EDEM3,1,184053426,184118046
LOC105371649,1,184118362,184138870
NIBAN1,1,184154228,184331389
LOC107985238,1,184174102,184178947
RNU7-13P,1,184184637,184184696
LOC124904469,1,184287880,184304054
LINC01633,1,184358412,184365563
RNA5SP72,1,184371836,184371952
RNF2,1,184402444,184459513
FTH1P25,1,184428452,184428922
TRMT1L,1,184475011,184514008
SWT1,1,184513970,184648685
RPL22P24,1,184527948,184528641
RPL5P5,1,184583651,184584676
LOC105371651,1,184624583,184647578
LOC100422414,1,184638196,184639017
IVNS1ABP,1,184653292,184674147
LOC124904470,1,184674976,184734613
GS1-279B7.1,1,184680751,184691946
RNU7-183P,1,184791151,184791212
MCRIP2P2,1,184792746,184792954
LOC107985239,1,184832668,185035623
LINC01350,1,184913006,184983161
GS1-204I12.4,1,185001046,185011839
HMCN1,1,185089079,185545614
LOC105371654,1,185538779,185540420
PRG4,1,185650929,185669225
TPR,1,185666310,185729984
RNU6-1240P,1,185666495,185666586
ODR4,1,185730569,185776136
PDC-AS1,1,185789924,185825072
PDC,1,185798329,185815896
LOC100131939,1,185935413,185935983
PTGS2,1,186026616,186035248
PACERR,1,186035479,186036271
PLA2G4A,1,186183318,186343553
LINC01036,1,186447423,186714770
LOC105371655,1,186608419,186610325
LINC01037,1,186798141,186831729
LOC105371656,1,186839906,186900558
FDPSP1,1,186915901,186917057
LOC100967224,1,186985046,186987949
SLC4A1APP2,1,187059542,187061469
LOC100129274,1,187067179,187068302
RN7SKP156,1,187502540,187502881
LOC100421343,1,187588624,187589242
LOC100533732,1,188016847,188017904
RPS3AP9,1,188040395,188041255
LINC01035,1,188251723,188383460
CLPTM1LP1,1,188381606,188382089
GAPDHP75,1,188478146,188478884
LOC105371657,1,188495228,188949674
RNA5SP73,1,189012264,189012371
LINC01701,1,189121472,189160866
LOC647132,1,189335796,189339463
BRINP3,1,189444081,189824225
LOC105371659,1,189575373,189611447
LOC105371658,1,189688834,189708541
BRINP3-DT,1,189824621,189827763
LINC01720,1,189971170,190147872
HNRNPA1P46,1,190492036,190493434
LOC124905681,1,190525886,190526152
LINC01680,1,190567555,190574902
LOC105371661,1,191452893,191469875
RGS18,1,191505098,191532461
LOC105371662,1,191583195,191586772
LOC647150,1,191593491,191594477
RGS21,1,191663986,191714313
LOC105371664,1,191860161,191976170
RGS1,1,191922968,191927219
RGS13,1,191983284,192007378
RPS27AP5,1,192063215,192063763
MIR4426,1,192063408,192063470
LOC105371665,1,192102010,192139612
LOC100130137,1,192147641,192148242
RGS2,1,192156109,192159345
LOC105371668,1,192178919,192211316
LOC105371667,1,192182196,192200097
RN7SKP126,1,192222921,192223220
RGS2-AS1,1,192282937,192295451
ZNF101P2,1,192340618,192341995
UCHL5,1,192359462,192407284
SCARNA18B,1,192404489,192404623
RO60,1,192406820,192438985
GLRX2,1,192443673,192453323
CDC73,1,192469240,192602060
MIR1278,1,192483712,192483792
B3GALT2,1,192525974,192533857
LINC01031,1,192651797,192713024
LOC124904475,1,192801326,193568438
LOC124904676,1,193080822,193080903
RPL23AP22,1,193105776,193106239
LOC124904476,1,193481646,193493188
LOC107985242,1,193506726,193707205
EEF1A1P14,1,193537775,193539440
LOC105371670,1,193640174,193648878
RNU6-983P,1,193834298,193834400
LOC107985458,1,194827594,194860525
LOC105371671,1,194920601,195068088
LOC105371672,1,195093213,195109647
LINC01724,1,195391001,195434817
LOC105371674,1,195528443,195532530
KCNT2,1,195571842,195954779
LOC124904597,1,195693642,195717284
MIR4735,1,195928763,195928831
CFH,1,195998386,196093925
LOC100996886,1,196111326,196146826
CFHR4,1,196149839,196180430
LOC105371675,1,196169548,196195546
CFHR2,1,196205558,196221447
CFHR5,1,196239374,196271501
F13B,1,196300565,196329084
ASPM,1,196345951,196408493
SEPTIN14P12,1,196400372,196401131
ZBTB41,1,196415506,196463137
CRB1,1,196463348,196740260
LOC127011,1,196483971,196485385
LOC124904477,1,196534896,196549674
MRPS21P3,1,196625595,196626023
DENND1B,1,196766532,197034872
EEF1A1P32,1,196947848,196950003
RPL24P5,1,196995006,196995551
FAM204BP,1,197005951,197006899
C1orf53,1,197162026,197166759
LHX9,1,197171857,197194877
NEK7,1,197416379,197581805
PRR13P1,1,197456964,197457619
LOC105371677,1,197712224,197779786
ATP6V1G3,1,197783117,197800839
PTPRC,1,197898964,198017392
PEBP1P3,1,197938252,197940038
MIR181A1HG,1,198066224,198196038
MIR181B1,1,198117513,198117622
MIR181A1,1,198117684,198117793
RPS2P9,1,198207769,198208464
LINC01222,1,198251261,198277660
LINC01221,1,198274829,198335432
LOC107985243,1,198358507,198437647
LINC02789,1,198407317,198652058
RPL23AP16,1,198630621,198631055
EEF1A1P44,1,198645892,198647220
LOC105371680,1,198707714,198719165
LOC107985113,1,199003730,199009906
LOC107985114,1,199133992,199135418
RNU6-778P,1,199145173,199145275
LOC100422076,1,199165950,199166888
LOC105371682,1,199204678,199216495
LOC124904853,1,199218643,199218746
RNU6-716P,1,199265520,199265622
RNU6-609P,1,199271704,199271810
NR5A2,1,199284725,199434351
RNU6-570P,1,199311080,199311184
LOC107985244,1,199358280,199366567
LOC100420255,1,199404465,199405413
CCNQP1,1,199470465,199471695
LINC00862,1,199599476,199630735
ZNF281,1,199661900,199666986
LOC107985459,1,199776500,199788019
KIF14,1,199808434,199877674
DDX59,1,199897729,199926835
DDX59-AS1,1,199926435,199951240
CAMSAP2,1,199995917,200117682
RPL34P6,1,200120750,200121176
GPR25,1,200129959,200131156
INAVA,1,200148514,200172675
MROH3P,1,200185906,200223614
RNU6-704P,1,200190307,200190409
KIF21B,1,200226336,200280656
LOC101929305,1,200280821,200300016
CACNA1S,1,200296459,200369410
ASCL5,1,200370927,200384168
TMEM9,1,200391754,200428535
IGFN1,1,200447759,200486213
PKP1,1,200541289,200590813
LOC101929326,1,200613012,200614465
TNNT2,1,200616823,200635489
LAD1,1,200638642,200657124
LOC101929343,1,200656364,200659365
TNNI1,1,200661585,200679520
LOC124904582,1,200686744,200687186
PHLDA3,1,200722059,200726971
CSRP1,1,200741308,200764907
CSRP1-AS1,1,200764997,200792556
RPS10P7,1,200777681,200778376
NAV1,1,200796899,201084738
IPO9-AS1,1,200946045,201087328
LOC124904483,1,200976541,200989902
MIR5191,1,200977292,200977411
RNU6-501P,1,200991189,200991288
MIR1231,1,201066375,201066466
IPO9,1,201086926,201142038
MIR6739,1,201121136,201121210
SHISA4,1,201146432,201150342
LMOD1,1,201154211,201204217
TIMM17A,1,201213194,201228387
SNORA70H,1,201236155,201236289
RPL10P4,1,201236345,201236705
RNPEP,1,201240334,201263798
ELF3-AS1,1,201257710,201267998
MIR6740,1,201260783,201260895
ELF3,1,201268232,201274828
LOC105371684,1,201345271,201377577
CRIP1P3,1,201354303,201354522
GPR37L1,1,201380483,201391163
LOC105371683,1,201381151,201383279
ARL8A,1,201390975,201402296
PTPN7,1,201404580,201419158
PTPRVP,1,201425621,201447021
LGR6,1,201451367,201581866
LOC124904840,1,201455195,201455298
LOC124904750,1,201488479,201488533
LOC101929388,1,201489276,201501133
LOC124904839,1,201493798,201493898
UBE2T,1,201593773,201604048
PPP1R12B,1,201610813,201854508
CYCSP4,1,201631450,201631923
RNU6-89P,1,201672173,201672272
LOC100420423,1,201700400,201701837
RPS27P8,1,201733601,201733945
LOC124900426,1,201789107,201789236
SYT2,1,201852402,201972645
KDM5B,1,201986695,202071080
LOC100506672,1,202029308,202029737
SLC25A39P1,1,202058596,202059935
LOC124904583,1,202072897,202088596
PCAT6,1,202073605,202074572
MGAT4EP,1,202082918,202089886
TUBA5P,1,202118217,202118833
ACTG1P25,1,202124427,202137918
RABIF,1,202140962,202151831
KLHL12,1,202153802,202191306
HNRNPA1P59,1,202174444,202175621
ADIPOR1,1,202203545,202221296
CYB5R1,1,202224599,202229982
MGAT4FP,1,202249168,202269972
RPS20P8,1,202262760,202263044
TMEM183A,1,202270081,202287572
PPFIA4,1,202289215,202341489
LOC105371687,1,202330080,202330441
MYOG,1,202345882,202348764
MYOPARR,1,202346545,202351098
ADORA1,1,202390478,202430156
MYBPH,1,202430562,202438579
CHI3L1,1,202441684,202449457
LOC124904485,1,202475597,202476257
CHIT1,1,202478845,202492442
NPM1P40,1,202518519,202519256
LINC01353,1,202549984,202551630
BTG2-DT,1,202561593,202568174
BTG2,1,202568370,202572442
RNU6-487P,1,202581858,202581959
FMOD,1,202603493,202613991
LOC100131747,1,202616152,202616653
LOC102723529,1,202635803,202662920
LARP7P1,1,202663094,202663409
BMNCR,1,202667560,202670449
PRELP,1,202738636,202754205
OPTC,1,202757006,202772142
LOC105371688,1,202766866,202782975
LOC124904488,1,202776090,202795519
ATP2B4,1,202890048,203007281
NSA2P1,1,202920441,202921076
SNORA77,1,202992781,202992905
LINC00260,1,202993777,202995053
LOC102723543,1,203000401,203007759
LAX1,1,203028377,203039551
ZC3H11A,1,203058813,203118077
ZBED6,1,203058813,203118077
LOC100420338,1,203068618,203069478
RPL35AP5,1,203098710,203099191
SNRPE,1,203125550,203135078
KRT8P29,1,203137056,203138183
HSPE1P6,1,203167557,203168017
CBX1P3,1,203218581,203222212
LOC105371689,1,203260942,203273093
LINC00303,1,203296571,203305400
SOX13,1,203337265,203391900
ETNK2,1,203395220,203416192
ERLNC1,1,203405563,203407164
REN,1,203418967,203430485
KISS1,1,203454485,203461086
GOLT1A,1,203462758,203478572
LOC100420418,1,203470724,203471910
PLEKHA6,1,203483437,203624479
RPL21P19,1,203611310,203611851
LINC00628,1,203632979,203634268
LOC124904489,1,203658721,203659470
PPP1R15B,1,203667982,203676419
PIK3C2B,1,203687208,203759206
TRK-TTT3-1,1,203770926,203770998
TRK-TTT3-2,1,203771429,203771501
MDM4,1,203780802,203822528
LOC100291628,1,203792490,203794104
RNA5SP74,1,203826821,203826929
LOC105371692,1,203828579,203892605
LRRN2,1,203881574,203950138
LOC124904490,1,203923815,203926901
RNA5SP75,1,203971716,203971826
LOC105371693,1,203973204,203979446
LOC105371695,1,203980786,203995577
LOC105371694,1,203990449,203998386
LOC124900453,1,203992387,203992502
NFASC,1,204093027,204287188
RPL13AP11,1,204210933,204211559
CNTN2,1,204307317,204342659
TMEM81,1,204347508,204348839
RBBP5,1,204350529,204386358
GYG2P2,1,204355550,204356417
LOC124904585,1,204399003,204402700
DSTYK,1,204406864,204475975
RPL17P8,1,204466538,204467138
TMCC2,1,204492258,204537660
TMCC2-AS1,1,204498085,204501585
NUAK2,1,204566371,204586053
KLHDC8A,1,204600367,204621345
SNRPGP10,1,204615526,204615913
LEMD1-AS1,1,204637621,204651809
LOC105371698,1,204641279,204643019
LEMD1,1,204645747,204686408
BLACAT1,1,204699223,204720386
MIR135B,1,204712643,204712739
LEMD1-DT,1,204720399,204733369
TRK-TTT8-1,1,204738504,204738576
CDK18,1,204769067,204797187
MFSD4A-AS1,1,204818773,204833850
RNU2-19P,1,204831261,204831344
MFSD4A,1,204833559,204867476
LOC124904491,1,204845463,204856688
RNU6-418P,1,204859595,204859701
ELK4,1,204872578,204896650
LOC100420878,1,204890021,204890986
SLC45A3,1,204922486,204945157
LOC105371701,1,204954379,204955101
NUCKS1,1,204977487,205014861
LOC124900423,1,204995886,204996017
RAB29,1,205032659,205040151
SLC41A1,1,205053767,205077853
PM20D1,1,205092679,205114789
LOC107985250,1,205118236,205123294
LOC284581,1,205126750,205160758
SLC26A9,1,205177732,205208143
SLC26A9-AS1,1,205199598,205242143
RAB7B,1,205240788,205267388
CTSE,1,205273263,205287895
RHEX,1,205317175,205366491
LOC105372857,1,205317445,205336397
LOC124900428,1,205344279,205344364
AVPR1B,1,205370978,205381434
LOC105372869,1,205390443,205398325
LOC105372873,1,205411350,205429867
RPL22P4,1,205425015,205425481
FAM72A,1,205450361,205469960
SRGAP2,1,205467727,205728612
LOC124905748,1,205631805,205632667
IKBKE,1,205734655,205761052
MIR6769B,1,205738982,205739043
C1orf147,1,205755278,205761891
RASSF5,1,205771712,205853623
RPL7AP20,1,205793086,205793959
EIF2D,1,205855817,205876640
DYRK3-AS1,1,205898367,205899862
DYRK3,1,205899707,205919328
LOC124904496,1,205944021,205947168
LOC124904495,1,205946374,205948986
MAPKAPK2,1,205949085,205998488
RPS14P1,1,205959967,205960487
IL10,1,206031803,206036695
IL19,1,206034974,206107261
LOC105372878,1,206105320,206107101
IL20,1,206127873,206133530
IL24,1,206161748,206168444
FCMR,1,206167622,206186231
RPL13AP8,1,206171902,206173032
PIGR,1,206193722,206211667
FCAMR,1,206223168,206235661
TRP-TGG5-1,1,206269997,206270073
C1orf116,1,206283713,206297947
LOC124904826,1,206303885,206303991
YOD1,1,206309040,206318307
PFKFB2,1,206318466,206346250
C4BPB,1,206354100,206365236
C4BPA,1,206369472,206410221
LOC107985251,1,206392262,206587273
C4BPAP1,1,206430742,206449310
C4BPAP3,1,206460065,206460583
C4BPAP2,1,206491093,206494497
CD55,1,206586974,206626269
LOC105372880,1,206681665,206690209
CR2,1,206719629,206755209
CR1,1,206761475,206888507
CD46P1,1,206891833,206904156
CR1L,1,206891887,206970453
CDCA4P3,1,206905197,206905886
RNA5SP534,1,206955555,206955838
LOC100422434,1,206957140,206959626
CD46,1,206998784,207042279
CDCA4P4,1,207009339,207011338
MIR29B2CHG,1,207048277,207069451
MIR29C,1,207048611,207048698
MIR29B2,1,207049202,207049282
LOC148696,1,207065127,207069344
CD34,1,207127718,207157876
LOC107985253,1,207157118,207163843
LINC02767,1,207205731,207214885
PLXNA2,1,207268990,207491104
LOC105372887,1,207353641,207357541
LOC124904499,1,207366158,207367933
LOC124904500,1,207373271,207380492
LOC105372884,1,207453477,207472608
LOC124905749,1,207491159,207492599
LOC105372889,1,207499463,207582385
LOC107985460,1,207714025,207734441
LINC01735,1,207853243,207860940
LINC02769,1,207873554,207885823
LOC105372892,1,207918168,207975255
RPS26P13,1,207944135,207944572
LINC01717,1,207975528,207980024
LOC107985255,1,208063755,208380069
LINC01774,1,208219223,208222076
LOC105372895,1,208350053,208361245
LOC100652908,1,208419780,208420407
LOC105372896,1,208458272,208513529
TFDP1P1,1,208478924,208481326
ATP5MC2P1,1,208514453,208515086
LINC01696,1,208572263,208575338
LINC01698,1,208618863,208626498
MIR205HG,1,208675627,208679345
MIR205,1,208678941,208679050
LOC105372898,1,208762660,208789708
LOC105372899,1,208813761,208814615
LOC107985256,1,208823882,208833157
CAMK1G,1,208830506,208860706
LAMB3,1,208861637,208899187
MIR4260,1,208870212,208870278
HSD11B1-AS1,1,208908121,208989320
G0S2,1,208922169,208923145
HSD11B1,1,208932934,208981687
ADORA2BP1,1,208991108,208992434
TRAF3IP3,1,209002813,209029078
C1orf74,1,209025976,209031327
IRF6,1,209032385,209052912
UTP25,1,209074743,209104338
SYT14,1,209177068,209410005
SERTAD4-AS1,1,209470139,209472569
SERTAD4,1,209471480,209485315
ST13P19,1,209504121,209506005
LINC02602,1,209528315,209531957
RNASEH1P3,1,209542362,209543504
HHAT,1,209566925,209918121
RNU5A-8P,1,209612818,209612931
BPNT2P1,1,209700994,209701661
KCNH1,1,209920145,210379828
LOC105372901,1,209951020,209996035
IPO8P1,1,210101307,210104412
KCNH1-IT1,1,210377959,210379054
RPS25P2,1,210419078,210419557
PRELID1P5,1,210452715,210453928
LOC105372902,1,210503372,210504757
RCOR3,1,210504931,210561986
TRAF5,1,210572246,210620555
LINC00467,1,210628363,210678151
LOC107985259,1,210628434,210629892
SNX25P1,1,210662573,210663546
ARPC3P2,1,210687874,210688623
RD3,1,210722616,210738242
LOC107985261,1,210775145,210794364
LOC107985260,1,210776876,210790629
SLC30A1,1,210817650,210825243
LOC105372903,1,210847629,210855654
LINC01693,1,210885902,210900728
NEK2,1,210904362,210921749
FDPSP8,1,210906239,210907405
NEK2-DT,1,210921890,210933582
LOC105372904,1,210959185,210962132
LPGAT1,1,210989592,211076889
RN7SL344P,1,211038249,211038544
LPGAT1-AS1,1,211075762,211099813
LOC124904505,1,211180170,211182799
INTS7,1,211186567,211281644
LOC124900448,1,211271643,211271764
DTL,1,211281835,211351118
RPL21P28,1,211297567,211298132
MIR3122,1,211323695,211323767
RN7SKP98,1,211345603,211345758
LINC02608,1,211459182,211531185
PPP2R5A,1,211531574,211606538
RPL23AP18,1,211553673,211554199
SNORA16B,1,211597504,211597636
PACC1,1,211608613,211659583
LOC105372906,1,211674659,211677514
NENF,1,211677617,211691093
LINC02771,1,211711533,211712552
LOC105372908,1,211751371,211759767
LINC01740,1,211790651,211801004
ATF3,1,211810345,211865712
GARIN4,1,211869409,211871710
LINC02773,1,211872155,211910584
